shipment_id,order_code,package_code,order_date,origin_warehouse,destination_hub,destination_region,carrier,status,seller_code,shop_name,seller_region,weight_kg,pending_to_delivered_hours
SHP102100,ORD102100,PKG102100,2026-06-18,Chattogram DC,Mymensingh Hub,Mymensingh,RedX,Returned,SEL1007,Delta Trading,Dhaka,1.96,26.37
SHP102101,ORD102101,PKG102101,2026-07-06,Rajshahi DC,Dhaka Hub,Dhaka,Pathao Courier,Cancelled,SEL1038,Royal Outlet,Khulna,0.69,37.57
SHP102102,ORD102102,PKG102102,2025-10-03,Rajshahi DC,Rangpur Hub,Rangpur,Pathao Courier,Cancelled,SEL1055,Urban Collection,Chattogram,9.04,29.02
SHP102103,ORD102103,PKG102103,2026-02-10,Sylhet DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1057,Value Hub,Dhaka,10.89,27.46
SHP102104,ORD102104,PKG102104,2026-06-15,Dhaka Hub,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1017,Golden Outlet,Khulna,11.41,33.74
SHP102105,ORD102105,PKG102105,2026-02-12,Rajshahi DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1049,Suncity Gallery,Khulna,9.93,27.76
SHP102106,ORD102106,PKG102106,2026-06-18,Rajshahi DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1038,Royal Outlet,Khulna,2.62,26.68
SHP102107,ORD102107,PKG102107,2026-07-21,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delayed,SEL1055,Urban Collection,Chattogram,2.02,29.97
SHP102108,ORD102108,PKG102108,2026-02-12,Sylhet DC,Chattogram Hub,Chattogram,Pathao Courier,In Transit,SEL1008,Elite Depot,Chattogram,0.9,35.31
SHP102109,ORD102109,PKG102109,2025-09-21,Chattogram DC,Chattogram Hub,Chattogram,eCourier,In Transit,SEL1036,Royal Emporium,Comilla,7.07,28.53
SHP102110,ORD102110,PKG102110,2025-12-27,Dhaka Hub,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1001,Bengal Emporium,Rangpur,5.95,37.54
SHP102111,ORD102111,PKG102111,2025-11-14,Rajshahi DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,1.49,16.47
SHP102112,ORD102112,PKG102112,2026-02-12,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,5.68,28.88
SHP102113,ORD102113,PKG102113,2026-03-22,Chattogram DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1026,Metro Outlet,Sylhet,6.89,34.91
SHP102114,ORD102114,PKG102114,2026-02-08,Khulna DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1048,Suncity Emporium,Dhaka,8.73,34.44
SHP102115,ORD102115,PKG102115,2025-11-07,Dhaka Hub,Narayanganj Hub,Narayanganj,RedX,In Transit,SEL1039,Silver Depot,Dhaka,5.09,33.46
SHP102116,ORD102116,PKG102116,2025-12-14,Dhaka Hub,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1019,Green Fashion House,Rajshahi,3.96,29.75
SHP102117,ORD102117,PKG102117,2026-04-24,Chattogram DC,Chattogram Hub,Chattogram,Steadfast Courier,Delivered Late,SEL1025,Metro Hub,Sylhet,8.06,28.09
SHP102118,ORD102118,PKG102118,2025-09-10,Sylhet DC,Sylhet Hub,Sylhet,Sundarban Courier,In Transit,SEL1022,Horizon Depot,Sylhet,8.27,32.91
SHP102119,ORD102119,PKG102119,2025-11-14,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1043,Smart Emporium,Barisal,3.39,17.5
SHP102120,ORD102120,PKG102120,2026-07-06,Dhaka Hub,Comilla Hub,Comilla,eCourier,Delivered,SEL1015,Fresh Trading,Dhaka,0.43,24.77
SHP102121,ORD102121,PKG102121,2025-10-05,Chattogram DC,Narayanganj Hub,Narayanganj,RedX,In Transit,SEL1005,Delta Corner,Khulna,11.36,35.46
SHP102122,ORD102122,PKG102122,2026-01-22,Chattogram DC,Dhaka Hub,Dhaka,RedX,Cancelled,SEL1030,Nova Retail,Dhaka,9.11,30.15
SHP102123,ORD102123,PKG102123,2025-11-11,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1049,Suncity Gallery,Khulna,2.57,30.18
SHP102124,ORD102124,PKG102124,2025-10-07,Sylhet DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1028,Modern Depot,Khulna,6.87,47.71
SHP102125,ORD102125,PKG102125,2026-01-25,Rajshahi DC,Comilla Hub,Comilla,RedX,Delivered,SEL1012,Elite Traders,Dhaka,7.22,17.21
SHP102126,ORD102126,PKG102126,2026-02-28,Rajshahi DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1002,Bengal Hub,Barisal,1.69,26.35
SHP102127,ORD102127,PKG102127,2025-10-31,Chattogram DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1056,Urban Store,Khulna,2.46,39.79
SHP102128,ORD102128,PKG102128,2025-09-27,Rajshahi DC,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1045,Smart Store,Dhaka,11.49,33.92
SHP102129,ORD102129,PKG102129,2025-10-17,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1009,Elite Emporium,Dhaka,6.19,27.87
SHP102130,ORD102130,PKG102130,2026-04-14,Dhaka Hub,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1004,Classic Mart,Rajshahi,2.46,21.11
SHP102131,ORD102131,PKG102131,2026-06-25,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1007,Delta Trading,Dhaka,9.61,37.46
SHP102132,ORD102132,PKG102132,2025-11-02,Khulna DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1022,Horizon Depot,Sylhet,5.75,22.84
SHP102133,ORD102133,PKG102133,2025-12-20,Rajshahi DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered Late,SEL1048,Suncity Emporium,Dhaka,7.73,23.18
SHP102134,ORD102134,PKG102134,2025-12-28,Chattogram DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1009,Elite Emporium,Dhaka,3.71,25.92
SHP102135,ORD102135,PKG102135,2026-01-03,Dhaka Hub,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1049,Suncity Gallery,Khulna,0.88,28.57
SHP102136,ORD102136,PKG102136,2025-11-24,Dhaka Hub,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,2.15,24.51
SHP102137,ORD102137,PKG102137,2025-09-20,Dhaka Hub,Sylhet Hub,Sylhet,RedX,Delivered,SEL1044,Smart Mart,Rangpur,11.68,27.34
SHP102138,ORD102138,PKG102138,2026-03-01,Khulna DC,Comilla Hub,Comilla,Pathao Courier,Delivered,SEL1016,Golden Hub,Comilla,7.56,27.59
SHP102139,ORD102139,PKG102139,2026-01-02,Sylhet DC,Rajshahi Hub,Rajshahi,Pathao Courier,In Transit,SEL1057,Value Hub,Dhaka,10.01,19.8
SHP102140,ORD102140,PKG102140,2025-12-28,Sylhet DC,Chattogram Hub,Chattogram,RedX,Delivered,SEL1028,Modern Depot,Khulna,0.45,36.33
SHP102141,ORD102141,PKG102141,2025-12-01,Khulna DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1016,Golden Hub,Comilla,9.23,27.88
SHP102142,ORD102142,PKG102142,2026-07-19,Rajshahi DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1014,Fresh Hub,Khulna,5.92,36.13
SHP102143,ORD102143,PKG102143,2026-03-31,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,In Transit,SEL1049,Suncity Gallery,Khulna,8.05,35.34
SHP102144,ORD102144,PKG102144,2026-01-23,Dhaka Hub,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1024,Metro Bazaar,Dhaka,4.43,37.98
SHP102145,ORD102145,PKG102145,2025-11-11,Sylhet DC,Chattogram Hub,Chattogram,Steadfast Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,7.53,35.21
SHP102146,ORD102146,PKG102146,2026-06-05,Rajshahi DC,Barisal Hub,Barisal,RedX,Delivered,SEL1044,Smart Mart,Rangpur,0.62,25.51
SHP102147,ORD102147,PKG102147,2026-07-05,Khulna DC,Khulna Hub,Khulna,Pathao Courier,Delivered Late,SEL1032,Prime Trading,Khulna,0.74,27.83
SHP102148,ORD102148,PKG102148,2025-09-12,Chattogram DC,Rangpur Hub,Rangpur,RedX,Delivered Late,SEL1039,Silver Depot,Dhaka,9.63,23.48
SHP102149,ORD102149,PKG102149,2026-07-19,Chattogram DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1026,Metro Outlet,Sylhet,1.67,34.24
SHP102150,ORD102150,PKG102150,2026-04-30,Rajshahi DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1003,Classic Fashion House,Sylhet,0.37,21.14
SHP102151,ORD102151,PKG102151,2025-10-05,Dhaka Hub,Comilla Hub,Comilla,Sundarban Courier,Delivered Late,SEL1000,Bengal Bazaar,Mymensingh,10.97,31.98
SHP102152,ORD102152,PKG102152,2026-05-19,Sylhet DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1002,Bengal Hub,Barisal,3.33,25.33
SHP102153,ORD102153,PKG102153,2025-10-08,Dhaka Hub,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1034,Riverside Emporium,Dhaka,7.07,47.96
SHP102154,ORD102154,PKG102154,2025-09-18,Rajshahi DC,Mymensingh Hub,Mymensingh,Steadfast Courier,In Transit,SEL1030,Nova Retail,Dhaka,10.1,27.85
SHP102155,ORD102155,PKG102155,2025-10-10,Dhaka Hub,Rangpur Hub,Rangpur,RedX,Delivered,SEL1044,Smart Mart,Rangpur,9.0,24.68
SHP102156,ORD102156,PKG102156,2026-02-07,Dhaka Hub,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1053,Trendy Store,Chattogram,0.75,28.48
SHP102157,ORD102157,PKG102157,2026-04-03,Chattogram DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1010,Elite Gallery,Sylhet,6.82,34.46
SHP102158,ORD102158,PKG102158,2026-01-19,Chattogram DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1057,Value Hub,Dhaka,6.59,28.38
SHP102159,ORD102159,PKG102159,2025-10-13,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1055,Urban Collection,Chattogram,4.33,26.77
SHP102160,ORD102160,PKG102160,2025-11-08,Chattogram DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Delivered,SEL1036,Royal Emporium,Comilla,9.09,36.71
SHP102161,ORD102161,PKG102161,2026-06-22,Chattogram DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1031,Prime Bazaar,Chattogram,11.58,36.57
SHP102162,ORD102162,PKG102162,2026-07-31,Sylhet DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1010,Elite Gallery,Sylhet,1.94,44.91
SHP102163,ORD102163,PKG102163,2026-05-19,Sylhet DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1010,Elite Gallery,Sylhet,1.91,26.81
SHP102164,ORD102164,PKG102164,2025-10-06,Rajshahi DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1001,Bengal Emporium,Rangpur,8.87,37.01
SHP102165,ORD102165,PKG102165,2026-06-11,Sylhet DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1038,Royal Outlet,Khulna,5.56,37.62
SHP102166,ORD102166,PKG102166,2026-04-28,Sylhet DC,Sylhet Hub,Sylhet,Steadfast Courier,Delivered,SEL1025,Metro Hub,Sylhet,9.58,28.93
SHP102167,ORD102167,PKG102167,2026-03-02,Khulna DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered,SEL1011,Elite Outlet,Chattogram,1.86,29.07
SHP102168,ORD102168,PKG102168,2025-10-20,Dhaka Hub,Sylhet Hub,Sylhet,Sundarban Courier,Delivered,SEL1008,Elite Depot,Chattogram,0.67,47.36
SHP102169,ORD102169,PKG102169,2026-08-11,Khulna DC,Barisal Hub,Barisal,Sundarban Courier,Delivered,SEL1003,Classic Fashion House,Sylhet,8.44,57.47
SHP102170,ORD102170,PKG102170,2026-02-01,Rajshahi DC,Mymensingh Hub,Mymensingh,Sundarban Courier,Returned,SEL1038,Royal Outlet,Khulna,11.94,38.23
SHP102171,ORD102171,PKG102171,2025-09-16,Chattogram DC,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1041,Silver Hub,Chattogram,1.32,26.77
SHP102172,ORD102172,PKG102172,2025-11-12,Dhaka Hub,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered Late,SEL1037,Royal Gallery,Dhaka,10.4,41.96
SHP102173,ORD102173,PKG102173,2026-01-17,Chattogram DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1006,Delta Store,Rajshahi,4.75,34.46
SHP102174,ORD102174,PKG102174,2025-09-22,Chattogram DC,Rajshahi Hub,Rajshahi,RedX,Delivered Late,SEL1002,Bengal Hub,Barisal,0.4,27.38
SHP102175,ORD102175,PKG102175,2025-12-22,Sylhet DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1006,Delta Store,Rajshahi,6.22,40.65
SHP102176,ORD102176,PKG102176,2026-02-10,Rajshahi DC,Narayanganj Hub,Narayanganj,Steadfast Courier,In Transit,SEL1045,Smart Store,Dhaka,3.49,34.98
SHP102177,ORD102177,PKG102177,2026-07-26,Sylhet DC,Chattogram Hub,Chattogram,Steadfast Courier,Cancelled,SEL1044,Smart Mart,Rangpur,8.38,36.74
SHP102178,ORD102178,PKG102178,2025-09-30,Dhaka Hub,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1017,Golden Outlet,Khulna,3.6,37.42
SHP102179,ORD102179,PKG102179,2026-03-19,Chattogram DC,Narayanganj Hub,Narayanganj,Sundarban Courier,Delayed,SEL1003,Classic Fashion House,Sylhet,5.88,53.69
SHP102180,ORD102180,PKG102180,2026-07-14,Khulna DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1019,Green Fashion House,Rajshahi,2.57,29.84
SHP102181,ORD102181,PKG102181,2026-06-06,Chattogram DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered Late,SEL1048,Suncity Emporium,Dhaka,9.97,23.75
SHP102182,ORD102182,PKG102182,2026-07-18,Sylhet DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1008,Elite Depot,Chattogram,11.12,36.73
SHP102183,ORD102183,PKG102183,2025-10-29,Khulna DC,Barisal Hub,Barisal,RedX,Delivered,SEL1047,Suncity Depot,Dhaka,4.96,27.92
SHP102184,ORD102184,PKG102184,2026-06-05,Chattogram DC,Dhaka Hub,Dhaka,Sundarban Courier,In Transit,SEL1027,Modern Corner,Comilla,5.5,44.52
SHP102185,ORD102185,PKG102185,2026-08-05,Khulna DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1008,Elite Depot,Chattogram,11.8,30.05
SHP102186,ORD102186,PKG102186,2025-12-22,Chattogram DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1056,Urban Store,Khulna,1.88,20.1
SHP102187,ORD102187,PKG102187,2026-02-20,Dhaka Hub,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1031,Prime Bazaar,Chattogram,9.74,27.95
SHP102188,ORD102188,PKG102188,2026-03-03,Chattogram DC,Rangpur Hub,Rangpur,Steadfast Courier,Delivered,SEL1040,Silver Emporium,Barisal,6.89,27.41
SHP102189,ORD102189,PKG102189,2026-02-18,Sylhet DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered Late,SEL1005,Delta Corner,Khulna,10.59,26.77
SHP102190,ORD102190,PKG102190,2025-12-10,Dhaka Hub,Mymensingh Hub,Mymensingh,RedX,Delivered Late,SEL1022,Horizon Depot,Sylhet,3.65,27.76
SHP102191,ORD102191,PKG102191,2026-08-02,Rajshahi DC,Khulna Hub,Khulna,Sundarban Courier,In Transit,SEL1037,Royal Gallery,Dhaka,3.69,44.95
SHP102192,ORD102192,PKG102192,2026-07-28,Sylhet DC,Sylhet Hub,Sylhet,RedX,Delivered Late,SEL1038,Royal Outlet,Khulna,4.04,26.34
SHP102193,ORD102193,PKG102193,2026-01-10,Dhaka Hub,Barisal Hub,Barisal,RedX,Delivered,SEL1003,Classic Fashion House,Sylhet,0.4,26.74
SHP102194,ORD102194,PKG102194,2026-06-06,Rajshahi DC,Rajshahi Hub,Rajshahi,Steadfast Courier,Delayed,SEL1036,Royal Emporium,Comilla,2.2,16.78
SHP102195,ORD102195,PKG102195,2026-01-16,Rajshahi DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1056,Urban Store,Khulna,11.94,39.51
SHP102196,ORD102196,PKG102196,2026-06-03,Dhaka Hub,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1047,Suncity Depot,Dhaka,3.14,32.85
SHP102197,ORD102197,PKG102197,2026-03-22,Dhaka Hub,Rangpur Hub,Rangpur,Steadfast Courier,In Transit,SEL1012,Elite Traders,Dhaka,0.44,30.74
SHP102198,ORD102198,PKG102198,2026-02-10,Chattogram DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered Late,SEL1054,Trendy Trading,Narayanganj,3.49,22.54
SHP102199,ORD102199,PKG102199,2025-10-15,Sylhet DC,Sylhet Hub,Sylhet,Pathao Courier,Delivered Late,SEL1040,Silver Emporium,Barisal,5.02,26.67
SHP102200,ORD102200,PKG102200,2026-04-15,Khulna DC,Barisal Hub,Barisal,eCourier,Delivered,SEL1003,Classic Fashion House,Sylhet,6.66,37.56
SHP102201,ORD102201,PKG102201,2025-12-21,Sylhet DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1007,Delta Trading,Dhaka,1.01,32.85
SHP102202,ORD102202,PKG102202,2025-11-15,Khulna DC,Comilla Hub,Comilla,RedX,Delivered,SEL1055,Urban Collection,Chattogram,9.53,25.18
SHP102203,ORD102203,PKG102203,2025-11-06,Dhaka Hub,Dhaka Hub,Dhaka,eCourier,Delivered Late,SEL1012,Elite Traders,Dhaka,9.94,19.1
SHP102204,ORD102204,PKG102204,2026-08-06,Khulna DC,Rangpur Hub,Rangpur,RedX,Delivered,SEL1005,Delta Corner,Khulna,2.72,20.04
SHP102205,ORD102205,PKG102205,2025-10-06,Rajshahi DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1027,Modern Corner,Comilla,9.62,30.62
SHP102206,ORD102206,PKG102206,2026-06-04,Sylhet DC,Mymensingh Hub,Mymensingh,RedX,Delivered,SEL1031,Prime Bazaar,Chattogram,4.46,31.21
SHP102207,ORD102207,PKG102207,2026-06-27,Sylhet DC,Khulna Hub,Khulna,eCourier,Delivered,SEL1034,Riverside Emporium,Dhaka,5.19,42.86
SHP102208,ORD102208,PKG102208,2025-09-11,Chattogram DC,Dhaka Hub,Dhaka,Steadfast Courier,Delivered,SEL1039,Silver Depot,Dhaka,11.25,38.28
SHP102209,ORD102209,PKG102209,2026-03-23,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1059,Value Store,Dhaka,10.72,31.72
SHP102210,ORD102210,PKG102210,2026-03-19,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1045,Smart Store,Dhaka,4.63,34.4
SHP102211,ORD102211,PKG102211,2026-01-03,Chattogram DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1001,Bengal Emporium,Rangpur,5.96,40.57
SHP102212,ORD102212,PKG102212,2026-04-19,Dhaka Hub,Dhaka Hub,Dhaka,Pathao Courier,In Transit,SEL1005,Delta Corner,Khulna,3.58,21.52
SHP102213,ORD102213,PKG102213,2026-01-20,Rajshahi DC,Barisal Hub,Barisal,Pathao Courier,Delivered,SEL1000,Bengal Bazaar,Mymensingh,6.28,31.96
SHP102214,ORD102214,PKG102214,2026-01-31,Sylhet DC,Narayanganj Hub,Narayanganj,eCourier,Delivered Late,SEL1023,Horizon Shop,Rangpur,8.25,33.54
SHP102215,ORD102215,PKG102215,2026-01-28,Rajshahi DC,Barisal Hub,Barisal,RedX,Delivered,SEL1021,Horizon Collection,Narayanganj,1.29,23.16
SHP102216,ORD102216,PKG102216,2026-06-05,Khulna DC,Dhaka Hub,Dhaka,Sundarban Courier,Delivered,SEL1056,Urban Store,Khulna,11.05,38.59
SHP102217,ORD102217,PKG102217,2026-04-08,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,8.68,26.21
SHP102218,ORD102218,PKG102218,2026-01-10,Sylhet DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1001,Bengal Emporium,Rangpur,1.34,19.02
SHP102219,ORD102219,PKG102219,2026-07-18,Chattogram DC,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1053,Trendy Store,Chattogram,10.45,42.55
SHP102220,ORD102220,PKG102220,2026-06-05,Sylhet DC,Khulna Hub,Khulna,Sundarban Courier,Delivered,SEL1015,Fresh Trading,Dhaka,8.98,47.05
SHP102221,ORD102221,PKG102221,2026-07-20,Khulna DC,Dhaka Hub,Dhaka,Pathao Courier,Delivered,SEL1054,Trendy Trading,Narayanganj,3.89,26.26
SHP102222,ORD102222,PKG102222,2026-05-11,Rajshahi DC,Dhaka Hub,Dhaka,Sundarban Courier,In Transit,SEL1046,Smart Traders,Comilla,6.35,35.57
SHP102223,ORD102223,PKG102223,2026-01-14,Sylhet DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1052,Trendy Collection,Rangpur,10.35,23.78
SHP102224,ORD102224,PKG102224,2026-05-26,Rajshahi DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1049,Suncity Gallery,Khulna,11.62,41.51
SHP102225,ORD102225,PKG102225,2025-12-23,Rajshahi DC,Khulna Hub,Khulna,Pathao Courier,In Transit,SEL1008,Elite Depot,Chattogram,3.52,26.76
SHP102226,ORD102226,PKG102226,2025-12-03,Sylhet DC,Dhaka Hub,Dhaka,RedX,Delivered,SEL1037,Royal Gallery,Dhaka,7.88,30.29
SHP102227,ORD102227,PKG102227,2026-02-04,Sylhet DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1024,Metro Bazaar,Dhaka,10.35,34.81
SHP102228,ORD102228,PKG102228,2026-08-02,Dhaka Hub,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1037,Royal Gallery,Dhaka,11.86,46.79
SHP102229,ORD102229,PKG102229,2026-03-16,Chattogram DC,Chattogram Hub,Chattogram,Sundarban Courier,Delivered,SEL1044,Smart Mart,Rangpur,1.03,34.53
SHP102230,ORD102230,PKG102230,2026-01-11,Rajshahi DC,Rajshahi Hub,Rajshahi,Sundarban Courier,Delivered,SEL1030,Nova Retail,Dhaka,6.14,22.44
SHP102231,ORD102231,PKG102231,2026-02-07,Dhaka Hub,Mymensingh Hub,Mymensingh,Pathao Courier,Delayed,SEL1018,Golden Store,Chattogram,10.51,30.95
SHP102232,ORD102232,PKG102232,2025-12-10,Chattogram DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1054,Trendy Trading,Narayanganj,0.24,30.67
SHP102233,ORD102233,PKG102233,2026-04-16,Khulna DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1039,Silver Depot,Dhaka,5.36,26.74
SHP102234,ORD102234,PKG102234,2025-12-31,Chattogram DC,Narayanganj Hub,Narayanganj,Sundarban Courier,In Transit,SEL1053,Trendy Store,Chattogram,7.09,44.83
SHP102235,ORD102235,PKG102235,2026-03-11,Rajshahi DC,Rangpur Hub,Rangpur,eCourier,Delivered,SEL1014,Fresh Hub,Khulna,6.41,32.29
SHP102236,ORD102236,PKG102236,2026-01-06,Khulna DC,Comilla Hub,Comilla,Pathao Courier,Cancelled,SEL1050,Suncity Retail,Chattogram,8.85,21.84
SHP102237,ORD102237,PKG102237,2025-12-20,Dhaka Hub,Chattogram Hub,Chattogram,eCourier,In Transit,SEL1019,Green Fashion House,Rajshahi,0.97,30.24
SHP102238,ORD102238,PKG102238,2026-08-02,Chattogram DC,Dhaka Hub,Dhaka,eCourier,Delivered,SEL1027,Modern Corner,Comilla,9.47,33.43
SHP102239,ORD102239,PKG102239,2025-12-29,Khulna DC,Rangpur Hub,Rangpur,Pathao Courier,Delivered,SEL1051,Suncity Shop,Mymensingh,3.54,18.11
SHP102240,ORD102240,PKG102240,2025-09-25,Rajshahi DC,Narayanganj Hub,Narayanganj,Pathao Courier,Delivered,SEL1021,Horizon Collection,Narayanganj,9.93,35.81
SHP102241,ORD102241,PKG102241,2026-01-09,Rajshahi DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1015,Fresh Trading,Dhaka,5.15,28.21
SHP102242,ORD102242,PKG102242,2026-03-04,Rajshahi DC,Khulna Hub,Khulna,Pathao Courier,Delivered,SEL1054,Trendy Trading,Narayanganj,0.71,31.21
SHP102243,ORD102243,PKG102243,2025-10-03,Dhaka Hub,Rajshahi Hub,Rajshahi,RedX,Delivered,SEL1057,Value Hub,Dhaka,11.57,23.31
SHP102244,ORD102244,PKG102244,2025-12-15,Khulna DC,Chattogram Hub,Chattogram,Pathao Courier,Delivered,SEL1018,Golden Store,Chattogram,9.41,27.46
SHP102245,ORD102245,PKG102245,2025-10-28,Dhaka Hub,Khulna Hub,Khulna,eCourier,Delivered,SEL1018,Golden Store,Chattogram,4.3,33.4
SHP102246,ORD102246,PKG102246,2026-02-21,Dhaka Hub,Rangpur Hub,Rangpur,Sundarban Courier,Delayed,SEL1013,Elite Trading,Dhaka,3.39,42.92
SHP102247,ORD102247,PKG102247,2026-05-09,Khulna DC,Chattogram Hub,Chattogram,eCourier,Delivered,SEL1001,Bengal Emporium,Rangpur,7.15,42.67
SHP102248,ORD102248,PKG102248,2026-08-02,Sylhet DC,Rajshahi Hub,Rajshahi,eCourier,Delivered,SEL1033,Riverside Collection,Sylhet,11.85,38.73
SHP102249,ORD102249,PKG102249,2026-01-13,Khulna DC,Sylhet Hub,Sylhet,RedX,Delivered,SEL1015,Fresh Trading,Dhaka,3.62,29.14
SHP102250,ORD102250,PKG102250,2026-06-26,Rajshahi DC,Rajshahi Hub,Rajshahi,Steadfast Courier,Delivered,SEL1050,Suncity Retail,Chattogram,11.39,23.77
SHP102251,ORD102251,PKG102251,2025-11-14,Dhaka Hub,Mymensingh Hub,Mymensingh,Steadfast Courier,Delivered,SEL1010,Elite Gallery,Sylhet,4.1,38.62
SHP102252,ORD102252,PKG102252,2026-05-29,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1038,Royal Outlet,Khulna,8.51,41.27
SHP102253,ORD102253,PKG102253,2026-03-14,Rajshahi DC,Rajshahi Hub,Rajshahi,Pathao Courier,Delivered,SEL1030,Nova Retail,Dhaka,4.7,23.21
SHP102254,ORD102254,PKG102254,2026-05-21,Sylhet DC,Comilla Hub,Comilla,Sundarban Courier,Delivered,SEL1036,Royal Emporium,Comilla,1.2,23.27
SHP102255,ORD102255,PKG102255,2026-05-20,Sylhet DC,Mymensingh Hub,Mymensingh,Pathao Courier,Delivered,SEL1006,Delta Store,Rajshahi,11.25,38.43
SHP102256,ORD102256,PKG102256,2026-03-04,Sylhet DC,Narayanganj Hub,Narayanganj,RedX,Delivered,SEL1027,Modern Corner,Comilla,2.13,31.34
