shipment_id,request_date,origin_hub,carrier,pickup_status,pickup_duration_hours
SHP102133,2025-10-18,Comilla Hub,eCourier,Completed,1.53
SHP102134,2026-03-23,Sylhet Hub,Pathao Courier,Completed,4.07
SHP102135,2026-06-01,Dhaka Hub,Steadfast Courier,Completed,2.83
SHP102136,2025-11-26,Rangpur Hub,Pathao Courier,Cancelled,
SHP102137,2025-12-03,Narayanganj Hub,Pathao Courier,Completed,1.92
SHP102138,2026-02-12,Chattogram Hub,Steadfast Courier,Completed,4.42
SHP102139,2026-07-04,Barisal Hub,Pathao Courier,Completed,2.7
SHP102140,2025-11-17,Narayanganj Hub,Pathao Courier,Completed,1.77
SHP102141,2026-04-18,Dhaka Hub,RedX,Completed,3.44
SHP102142,2026-02-04,Mymensingh Hub,Sundarban Courier,Completed,2.46
SHP102143,2025-10-09,Sylhet Hub,Pathao Courier,Completed,3.87
SHP102144,2026-05-04,Rajshahi Hub,RedX,Completed,2.25
SHP102145,2026-06-16,Dhaka Hub,eCourier,Completed,1.5
SHP102146,2026-03-19,Dhaka Hub,eCourier,Completed,2.38
SHP102147,2025-11-01,Khulna Hub,Pathao Courier,Failed,2.53
SHP102148,2025-10-24,Dhaka Hub,RedX,Completed,2.5
SHP102149,2026-01-25,Rajshahi Hub,eCourier,Completed,1.31
SHP102150,2026-02-23,Dhaka Hub,Pathao Courier,Completed,1.45
SHP102151,2026-03-11,Rangpur Hub,Pathao Courier,Completed,2.65
SHP102152,2025-11-24,Dhaka Hub,Pathao Courier,Completed,1.47
SHP102153,2026-02-21,Barisal Hub,RedX,Completed,3.97
SHP102154,2025-12-12,Dhaka Hub,Pathao Courier,Completed,2.08
SHP102155,2026-04-26,Rangpur Hub,eCourier,Completed,3.17
SHP102156,2026-06-03,Dhaka Hub,Steadfast Courier,Completed,3.27
SHP102157,2026-04-14,Dhaka Hub,Pathao Courier,Completed,1.27
SHP102158,2025-09-01,Chattogram Hub,RedX,Failed,3.79
SHP102159,2026-08-10,Rangpur Hub,Pathao Courier,Completed,2.52
SHP102160,2025-09-09,Dhaka Hub,Pathao Courier,Failed,2.24
SHP102161,2026-08-12,Rangpur Hub,eCourier,Failed,2.68
SHP102162,2025-09-11,Dhaka Hub,Sundarban Courier,Completed,2.94
SHP102163,2026-02-26,Narayanganj Hub,Steadfast Courier,Completed,0.5
SHP102164,2025-10-07,Chattogram Hub,RedX,Completed,4.34
SHP102165,2025-10-03,Dhaka Hub,Pathao Courier,Completed,1.19
SHP102166,2026-04-25,Barisal Hub,Sundarban Courier,Completed,5.64
SHP102167,2026-05-10,Dhaka Hub,Pathao Courier,Completed,1.46
SHP102168,2025-10-11,Khulna Hub,Steadfast Courier,Completed,1.82
SHP102169,2026-08-04,Rangpur Hub,RedX,Completed,2.58
SHP102170,2025-12-20,Rangpur Hub,Sundarban Courier,Completed,3.43
SHP102171,2025-12-20,Dhaka Hub,RedX,Completed,2.32
SHP102172,2025-12-12,Dhaka Hub,RedX,Completed,2.26
SHP102173,2026-02-07,Dhaka Hub,eCourier,Completed,2.38
SHP102174,2025-11-01,Chattogram Hub,Pathao Courier,Completed,3.41
SHP102175,2026-01-25,Rangpur Hub,Pathao Courier,Completed,2.84
SHP102176,2025-11-12,Khulna Hub,Pathao Courier,Completed,1.78
SHP102177,2025-09-18,Mymensingh Hub,Sundarban Courier,Completed,2.81
SHP102178,2026-01-06,Barisal Hub,Sundarban Courier,Completed,3.21
SHP102179,2026-04-21,Rajshahi Hub,Pathao Courier,Completed,2.37
SHP102180,2026-05-23,Khulna Hub,Sundarban Courier,Failed,3.09
SHP102181,2026-01-01,Chattogram Hub,Sundarban Courier,Completed,4.86
SHP102182,2025-12-22,Chattogram Hub,Pathao Courier,Completed,4.86
SHP102183,2026-05-31,Dhaka Hub,Steadfast Courier,Completed,3.41
SHP102184,2026-04-24,Dhaka Hub,RedX,Completed,2.65
SHP102185,2026-06-15,Comilla Hub,Sundarban Courier,Completed,3.75
SHP102186,2026-07-11,Mymensingh Hub,RedX,Failed,2.0
SHP102187,2026-06-12,Dhaka Hub,Sundarban Courier,Completed,3.05
SHP102188,2026-07-22,Dhaka Hub,eCourier,Completed,2.78
SHP102189,2026-01-23,Rangpur Hub,RedX,Failed,2.72
SHP102190,2026-01-15,Khulna Hub,Sundarban Courier,Completed,3.07
SHP102191,2025-12-21,Dhaka Hub,Steadfast Courier,Completed,2.74
SHP102192,2025-11-21,Rangpur Hub,eCourier,Completed,2.88
SHP102193,2026-05-18,Rangpur Hub,eCourier,Pending,
SHP102194,2026-05-06,Chattogram Hub,Pathao Courier,Completed,4.31
SHP102195,2026-06-05,Rangpur Hub,Pathao Courier,Completed,1.97
SHP102196,2025-10-28,Comilla Hub,RedX,Completed,2.31
SHP102197,2026-02-17,Rajshahi Hub,Sundarban Courier,Completed,2.98
SHP102198,2025-11-16,Rangpur Hub,RedX,Completed,1.58
SHP102199,2026-07-06,Dhaka Hub,eCourier,Completed,3.45
SHP102200,2025-12-02,Khulna Hub,Sundarban Courier,Failed,2.44
SHP102201,2025-10-20,Rangpur Hub,Sundarban Courier,Completed,4.24
SHP102202,2026-03-17,Sylhet Hub,Sundarban Courier,Failed,3.34
SHP102203,2026-07-02,Chattogram Hub,Pathao Courier,Completed,2.62
SHP102204,2026-07-14,Khulna Hub,RedX,Completed,1.9
SHP102205,2025-10-04,Barisal Hub,eCourier,Completed,4.12
SHP102206,2025-12-22,Mymensingh Hub,Sundarban Courier,Completed,3.0
SHP102207,2025-10-24,Mymensingh Hub,eCourier,Completed,3.29
SHP102208,2025-12-16,Barisal Hub,RedX,Completed,2.57
SHP102209,2026-03-04,Narayanganj Hub,eCourier,Completed,3.18
SHP102210,2025-12-07,Khulna Hub,Pathao Courier,Completed,1.1
SHP102211,2025-09-24,Sylhet Hub,eCourier,Completed,3.06
SHP102212,2026-02-24,Chattogram Hub,eCourier,Completed,4.1
SHP102213,2025-09-19,Dhaka Hub,Pathao Courier,Completed,1.35
SHP102214,2025-11-18,Dhaka Hub,RedX,Cancelled,
SHP102215,2025-09-01,Chattogram Hub,eCourier,Completed,3.82
SHP102216,2025-10-01,Khulna Hub,Pathao Courier,Completed,2.97
SHP102217,2026-01-29,Narayanganj Hub,eCourier,Completed,3.14
SHP102218,2026-06-22,Rangpur Hub,Steadfast Courier,Failed,2.23
SHP102219,2026-05-27,Comilla Hub,Steadfast Courier,Completed,2.36
SHP102220,2025-10-05,Dhaka Hub,Sundarban Courier,Completed,2.77
SHP102221,2025-09-13,Dhaka Hub,RedX,Completed,2.95
SHP102222,2025-12-26,Dhaka Hub,Steadfast Courier,Completed,1.7
SHP102223,2026-04-14,Khulna Hub,RedX,Completed,0.5
SHP102224,2026-05-17,Dhaka Hub,Pathao Courier,Completed,1.83
SHP102225,2026-06-12,Dhaka Hub,Pathao Courier,Completed,1.48
SHP102226,2025-12-28,Dhaka Hub,eCourier,Completed,1.41
SHP102227,2025-10-29,Barisal Hub,Sundarban Courier,Failed,4.37
SHP102228,2025-09-10,Narayanganj Hub,Pathao Courier,Completed,1.35
SHP102229,2025-10-21,Dhaka Hub,Sundarban Courier,Completed,3.07
SHP102230,2025-09-23,Dhaka Hub,eCourier,Completed,1.64
SHP102231,2026-06-25,Chattogram Hub,Sundarban Courier,Completed,6.96
SHP102232,2025-12-02,Rajshahi Hub,Steadfast Courier,Completed,3.18
SHP102233,2026-06-12,Chattogram Hub,eCourier,Completed,3.77
SHP102234,2026-03-11,Dhaka Hub,Steadfast Courier,Completed,1.82
SHP102235,2026-03-06,Dhaka Hub,Steadfast Courier,Pending,
SHP102236,2026-02-05,Sylhet Hub,Pathao Courier,Completed,3.72
SHP102237,2026-06-11,Dhaka Hub,RedX,Failed,1.69
SHP102238,2025-09-16,Rajshahi Hub,Pathao Courier,Completed,1.38
SHP102239,2025-10-03,Mymensingh Hub,Steadfast Courier,Completed,1.25
SHP102240,2026-01-25,Narayanganj Hub,Pathao Courier,Completed,2.16
SHP102241,2026-01-15,Chattogram Hub,RedX,Completed,2.96
SHP102242,2026-03-08,Mymensingh Hub,eCourier,Completed,2.58
SHP102243,2026-05-14,Khulna Hub,Pathao Courier,Completed,0.78
SHP102244,2026-03-23,Dhaka Hub,eCourier,Completed,2.81
SHP102245,2025-11-29,Dhaka Hub,Pathao Courier,Completed,1.9
SHP102246,2025-12-23,Sylhet Hub,Sundarban Courier,Completed,3.05
SHP102247,2026-05-19,Mymensingh Hub,Sundarban Courier,Completed,2.98
SHP102248,2025-11-09,Narayanganj Hub,Sundarban Courier,Completed,3.24
SHP102249,2026-02-22,Sylhet Hub,RedX,Completed,2.46
SHP102250,2026-03-06,Rangpur Hub,Steadfast Courier,Completed,3.15
SHP102251,2026-05-18,Dhaka Hub,Sundarban Courier,Completed,1.88
SHP102252,2026-05-06,Rangpur Hub,RedX,Completed,0.69
SHP102253,2026-02-08,Dhaka Hub,Steadfast Courier,Completed,2.24
SHP102254,2025-12-16,Chattogram Hub,eCourier,Completed,3.66
SHP102255,2026-01-06,Rangpur Hub,Pathao Courier,Completed,1.56
SHP102256,2026-01-21,Chattogram Hub,Steadfast Courier,Completed,4.48
SHP102257,2025-11-15,Dhaka Hub,Pathao Courier,Failed,2.27
SHP102258,2026-04-05,Narayanganj Hub,RedX,Failed,3.2
SHP102259,2025-11-12,Chattogram Hub,RedX,Completed,3.76
SHP102260,2026-04-13,Dhaka Hub,eCourier,Completed,2.86
SHP102261,2026-05-19,Chattogram Hub,Pathao Courier,Completed,3.06
SHP102262,2026-07-30,Barisal Hub,Pathao Courier,Completed,1.8
SHP102263,2025-10-12,Chattogram Hub,eCourier,Completed,5.66
SHP102264,2026-05-21,Comilla Hub,Pathao Courier,Completed,2.69
SHP102265,2025-09-30,Dhaka Hub,Sundarban Courier,Completed,3.95
SHP102266,2025-12-26,Khulna Hub,eCourier,Failed,1.81
SHP102267,2025-10-31,Dhaka Hub,RedX,Completed,2.71
SHP102268,2025-10-27,Dhaka Hub,Pathao Courier,Completed,2.33
SHP102269,2025-10-31,Dhaka Hub,Sundarban Courier,Completed,3.58
SHP102270,2025-09-16,Dhaka Hub,Steadfast Courier,Completed,2.77
SHP102271,2026-06-12,Rajshahi Hub,Sundarban Courier,Completed,2.77
SHP102272,2025-09-22,Mymensingh Hub,Pathao Courier,Completed,2.24
SHP102273,2026-01-16,Mymensingh Hub,Pathao Courier,Completed,1.79
SHP102274,2026-04-30,Rajshahi Hub,Sundarban Courier,Completed,3.51
SHP102275,2026-08-09,Chattogram Hub,Steadfast Courier,Completed,3.52
SHP102276,2026-06-23,Dhaka Hub,Sundarban Courier,Failed,2.34
SHP102277,2025-10-18,Chattogram Hub,Pathao Courier,Completed,3.56
SHP102278,2026-08-08,Sylhet Hub,RedX,Failed,3.46
SHP102279,2026-04-15,Rajshahi Hub,Pathao Courier,Cancelled,
SHP102280,2025-11-02,Khulna Hub,Pathao Courier,Completed,2.04
SHP102281,2026-02-03,Rangpur Hub,Steadfast Courier,Completed,3.44
SHP102282,2026-07-15,Dhaka Hub,eCourier,Completed,2.89
SHP102283,2026-01-14,Dhaka Hub,Pathao Courier,Completed,1.8
SHP102284,2025-11-03,Narayanganj Hub,Sundarban Courier,Completed,2.16
SHP102285,2026-06-30,Chattogram Hub,Pathao Courier,Completed,3.55
SHP102286,2026-07-27,Narayanganj Hub,Pathao Courier,Completed,1.73
SHP102287,2026-08-04,Chattogram Hub,RedX,Completed,2.92
SHP102288,2026-07-28,Dhaka Hub,RedX,Completed,2.53
SHP102289,2026-06-30,Khulna Hub,eCourier,Completed,3.43
SHP102290,2026-02-05,Dhaka Hub,Steadfast Courier,Completed,2.32
SHP102291,2025-11-06,Comilla Hub,Pathao Courier,Pending,
SHP102292,2026-04-02,Sylhet Hub,Steadfast Courier,Completed,3.05
SHP102293,2025-11-16,Sylhet Hub,RedX,Completed,2.28
SHP102294,2026-02-11,Chattogram Hub,Pathao Courier,Completed,4.23
SHP102295,2026-04-16,Dhaka Hub,eCourier,Completed,1.59
SHP102296,2026-07-25,Rajshahi Hub,Pathao Courier,Completed,1.76
SHP102297,2025-12-10,Dhaka Hub,RedX,Completed,1.55
SHP102298,2025-11-27,Rajshahi Hub,eCourier,Completed,2.86
SHP102299,2026-05-13,Chattogram Hub,Pathao Courier,Completed,3.53
SHP102300,2025-09-03,Mymensingh Hub,Steadfast Courier,Completed,1.87
SHP102301,2026-03-15,Khulna Hub,Pathao Courier,Completed,3.22
SHP102302,2026-05-17,Comilla Hub,eCourier,Failed,3.87
SHP102303,2026-03-10,Dhaka Hub,Pathao Courier,Completed,2.4
SHP102304,2026-01-11,Barisal Hub,Pathao Courier,Completed,3.4
SHP102305,2026-06-14,Khulna Hub,Sundarban Courier,Failed,2.67
SHP102306,2026-01-07,Dhaka Hub,eCourier,Completed,2.46
SHP102307,2026-05-04,Dhaka Hub,Pathao Courier,Completed,1.28
SHP102308,2026-02-08,Barisal Hub,Steadfast Courier,Completed,4.35
SHP102309,2025-09-10,Chattogram Hub,Pathao Courier,Completed,3.58
SHP102310,2026-03-03,Dhaka Hub,Sundarban Courier,Completed,2.35
SHP102311,2025-09-18,Barisal Hub,Sundarban Courier,Completed,4.16
SHP102312,2026-07-20,Chattogram Hub,Pathao Courier,Completed,4.16
SHP102313,2026-03-28,Chattogram Hub,Steadfast Courier,Completed,3.9
SHP102314,2026-01-07,Dhaka Hub,Sundarban Courier,Completed,2.28
SHP102315,2026-02-16,Sylhet Hub,RedX,Completed,1.57
SHP102316,2026-04-03,Comilla Hub,RedX,Completed,2.16
SHP102317,2025-11-30,Mymensingh Hub,RedX,Completed,2.19
SHP102318,2025-12-09,Chattogram Hub,RedX,Completed,3.12
SHP102319,2026-01-23,Chattogram Hub,Steadfast Courier,Completed,3.52
SHP102320,2025-11-29,Mymensingh Hub,RedX,Completed,1.14
SHP102321,2026-05-21,Barisal Hub,RedX,Completed,2.85
SHP102322,2025-10-06,Dhaka Hub,RedX,Completed,1.23
SHP102323,2026-06-14,Comilla Hub,RedX,Completed,1.43
SHP102324,2025-12-30,Comilla Hub,Sundarban Courier,Completed,2.79
SHP102325,2026-03-14,Chattogram Hub,RedX,Completed,4.78
SHP102326,2025-10-25,Comilla Hub,Sundarban Courier,Completed,4.76
SHP102327,2026-01-12,Rajshahi Hub,eCourier,Completed,3.39
SHP102328,2026-05-20,Mymensingh Hub,Steadfast Courier,Completed,2.72
SHP102329,2025-12-03,Chattogram Hub,Steadfast Courier,Failed,2.72
SHP102330,2025-10-16,Chattogram Hub,eCourier,Completed,6.15
SHP102331,2026-02-28,Khulna Hub,RedX,Failed,2.41
SHP102332,2025-10-27,Dhaka Hub,eCourier,Completed,1.71
SHP102333,2025-12-18,Khulna Hub,Pathao Courier,Completed,4.15
SHP102334,2026-02-03,Khulna Hub,Sundarban Courier,Completed,2.95
SHP102335,2026-03-15,Dhaka Hub,Pathao Courier,Failed,2.71
SHP102336,2026-04-10,Comilla Hub,Pathao Courier,Failed,2.12
SHP102337,2026-04-23,Dhaka Hub,Steadfast Courier,Completed,2.76
SHP102338,2026-06-20,Comilla Hub,Steadfast Courier,Completed,3.08
SHP102339,2025-09-23,Khulna Hub,RedX,Completed,2.74
SHP102340,2026-01-04,Sylhet Hub,Pathao Courier,Failed,4.11
SHP102341,2025-09-01,Mymensingh Hub,RedX,Pending,
SHP102342,2025-09-04,Sylhet Hub,Sundarban Courier,Completed,4.42
SHP102343,2025-11-13,Chattogram Hub,eCourier,Completed,4.25
SHP102344,2026-03-26,Dhaka Hub,Steadfast Courier,Completed,1.63
SHP102345,2026-07-07,Barisal Hub,Sundarban Courier,Completed,3.76
SHP102346,2026-05-26,Mymensingh Hub,Pathao Courier,Completed,1.83
SHP102347,2026-04-12,Khulna Hub,Pathao Courier,Completed,3.15
SHP102348,2026-05-28,Chattogram Hub,Pathao Courier,Completed,4.0
SHP102349,2025-10-30,Narayanganj Hub,Sundarban Courier,Cancelled,
SHP102350,2026-06-18,Rajshahi Hub,Pathao Courier,Failed,2.01
SHP102351,2026-07-06,Khulna Hub,Pathao Courier,Completed,1.45
SHP102352,2025-10-03,Rangpur Hub,Pathao Courier,Completed,1.8
SHP102353,2026-02-10,Chattogram Hub,Pathao Courier,Completed,3.78
SHP102354,2026-06-15,Barisal Hub,eCourier,Completed,3.85
SHP102355,2026-02-12,Chattogram Hub,Pathao Courier,Failed,4.21
SHP102356,2026-06-18,Dhaka Hub,Steadfast Courier,Completed,2.21
SHP102357,2026-07-21,Dhaka Hub,Pathao Courier,Pending,
SHP102358,2026-02-12,Comilla Hub,Pathao Courier,Completed,1.27
SHP102359,2025-09-21,Rangpur Hub,Pathao Courier,Completed,1.76
SHP102360,2025-12-27,Dhaka Hub,eCourier,Completed,2.66
SHP102361,2025-11-14,Dhaka Hub,Pathao Courier,Completed,2.14
SHP102362,2026-02-12,Dhaka Hub,RedX,Completed,2.52
SHP102363,2026-03-22,Chattogram Hub,Pathao Courier,Completed,4.49
SHP102364,2026-02-08,Rajshahi Hub,Steadfast Courier,Completed,3.3
SHP102365,2025-11-07,Rajshahi Hub,Pathao Courier,Completed,3.31
SHP102366,2025-12-14,Dhaka Hub,Sundarban Courier,Completed,4.11
SHP102367,2026-04-24,Sylhet Hub,eCourier,Completed,3.49
SHP102368,2025-09-10,Khulna Hub,Pathao Courier,Completed,3.87
SHP102369,2025-11-14,Dhaka Hub,Pathao Courier,Completed,4.15
SHP102370,2026-07-06,Barisal Hub,eCourier,Completed,2.93
SHP102371,2025-10-05,Rajshahi Hub,Pathao Courier,Completed,1.78
SHP102372,2026-01-22,Barisal Hub,Pathao Courier,Completed,3.55
SHP102373,2025-11-11,Barisal Hub,Sundarban Courier,Completed,4.56
SHP102374,2025-10-07,Comilla Hub,Pathao Courier,Completed,1.16
SHP102375,2026-01-25,Barisal Hub,Steadfast Courier,Failed,3.0
SHP102376,2026-02-28,Rangpur Hub,RedX,Completed,2.45
SHP102377,2025-10-31,Khulna Hub,RedX,Completed,1.99
SHP102378,2025-09-27,Dhaka Hub,Pathao Courier,Completed,2.56
SHP102379,2025-10-17,Dhaka Hub,RedX,Completed,3.37
SHP102380,2026-04-14,Sylhet Hub,RedX,Completed,2.16
SHP102381,2026-06-25,Rangpur Hub,Pathao Courier,Completed,4.05
SHP102382,2025-11-02,Khulna Hub,Steadfast Courier,Completed,3.83
SHP102383,2025-12-20,Dhaka Hub,RedX,Cancelled,
SHP102384,2025-12-28,Dhaka Hub,eCourier,Completed,1.64
SHP102385,2026-01-03,Sylhet Hub,Pathao Courier,Completed,2.92
SHP102386,2025-11-24,Chattogram Hub,Pathao Courier,Completed,3.0
SHP102387,2025-09-20,Barisal Hub,eCourier,Completed,4.25
SHP102388,2026-03-01,Dhaka Hub,eCourier,Completed,2.92
SHP102389,2026-01-02,Chattogram Hub,Sundarban Courier,Cancelled,
SHP102390,2025-12-28,Khulna Hub,Pathao Courier,Completed,2.53
SHP102391,2025-12-01,Narayanganj Hub,eCourier,Completed,2.44
SHP102392,2026-07-19,Comilla Hub,Pathao Courier,Failed,2.62
SHP102393,2026-03-31,Chattogram Hub,Sundarban Courier,Completed,6.23
SHP102394,2026-01-23,Chattogram Hub,RedX,Completed,1.79
SHP102395,2025-11-11,Narayanganj Hub,Pathao Courier,Completed,2.18
SHP102396,2026-06-05,Mymensingh Hub,Pathao Courier,Completed,2.37
SHP102397,2026-07-05,Barisal Hub,Pathao Courier,Completed,3.23
SHP102398,2025-09-12,Rajshahi Hub,Steadfast Courier,Cancelled,
SHP102399,2026-07-19,Barisal Hub,Sundarban Courier,Completed,5.23
SHP102400,2026-04-30,Barisal Hub,RedX,Completed,2.75
SHP102401,2025-10-05,Mymensingh Hub,Steadfast Courier,Completed,3.81
SHP102402,2026-05-19,Barisal Hub,RedX,Completed,2.07
SHP102403,2025-10-08,Rajshahi Hub,RedX,Completed,2.51
SHP102404,2025-09-18,Comilla Hub,RedX,Completed,2.2
SHP102405,2025-10-10,Narayanganj Hub,Sundarban Courier,Completed,3.07
SHP102406,2026-02-07,Chattogram Hub,RedX,Completed,4.0
SHP102407,2026-04-03,Narayanganj Hub,Steadfast Courier,Completed,1.98
SHP102408,2026-01-19,Chattogram Hub,eCourier,Completed,5.05
SHP102409,2025-10-13,Dhaka Hub,Sundarban Courier,Completed,4.21
SHP102410,2025-11-08,Dhaka Hub,Sundarban Courier,Completed,2.63
SHP102411,2026-06-22,Dhaka Hub,Steadfast Courier,Completed,2.0
SHP102412,2026-07-31,Chattogram Hub,Pathao Courier,Completed,4.55
SHP102413,2026-05-19,Narayanganj Hub,eCourier,Completed,3.22
SHP102414,2025-10-06,Chattogram Hub,Pathao Courier,Failed,2.57
SHP102415,2026-06-11,Comilla Hub,eCourier,Cancelled,
SHP102416,2026-04-28,Dhaka Hub,eCourier,Completed,3.02
SHP102417,2026-03-02,Dhaka Hub,Sundarban Courier,Completed,2.79
SHP102418,2025-10-20,Dhaka Hub,Pathao Courier,Completed,3.17
SHP102419,2026-08-11,Khulna Hub,eCourier,Completed,1.52
SHP102420,2026-02-01,Narayanganj Hub,Sundarban Courier,Completed,1.39
SHP102421,2025-09-16,Dhaka Hub,Sundarban Courier,Completed,3.58
SHP102422,2025-11-12,Chattogram Hub,RedX,Completed,2.9
SHP102423,2026-01-17,Mymensingh Hub,Sundarban Courier,Completed,2.7
SHP102424,2025-09-22,Khulna Hub,RedX,Completed,1.35
SHP102425,2025-12-22,Chattogram Hub,Pathao Courier,Completed,4.27
SHP102426,2026-02-10,Sylhet Hub,Sundarban Courier,Completed,4.51
SHP102427,2026-07-26,Barisal Hub,Steadfast Courier,Completed,3.57
SHP102428,2025-09-30,Chattogram Hub,Pathao Courier,Completed,2.8
SHP102429,2026-03-19,Rajshahi Hub,Sundarban Courier,Completed,2.82
SHP102430,2026-07-14,Rangpur Hub,RedX,Completed,2.53
SHP102431,2026-06-06,Dhaka Hub,Steadfast Courier,Completed,1.99
SHP102432,2026-07-18,Rangpur Hub,RedX,Completed,1.95
SHP102433,2025-10-29,Narayanganj Hub,eCourier,Completed,2.54
SHP102434,2026-06-05,Dhaka Hub,Pathao Courier,Completed,2.6
SHP102435,2026-08-05,Dhaka Hub,Sundarban Courier,Completed,3.13
SHP102436,2025-12-22,Rajshahi Hub,Steadfast Courier,Pending,
SHP102437,2026-02-20,Barisal Hub,Steadfast Courier,Completed,3.6
SHP102438,2026-03-03,Sylhet Hub,RedX,Completed,3.74
SHP102439,2026-02-18,Comilla Hub,Sundarban Courier,Completed,2.31
SHP102440,2025-12-10,Dhaka Hub,Sundarban Courier,Completed,3.11
SHP102441,2026-08-02,Dhaka Hub,Pathao Courier,Completed,2.37
SHP102442,2026-07-28,Dhaka Hub,Steadfast Courier,Completed,4.01
SHP102443,2026-01-10,Mymensingh Hub,eCourier,Completed,1.91
SHP102444,2026-06-06,Dhaka Hub,Sundarban Courier,Completed,1.99
SHP102445,2026-01-16,Rajshahi Hub,Pathao Courier,Completed,1.66
SHP102446,2026-06-03,Comilla Hub,Sundarban Courier,Completed,2.68
SHP102447,2026-03-22,Dhaka Hub,Pathao Courier,Completed,2.41
SHP102448,2026-02-10,Dhaka Hub,eCourier,Completed,1.6
SHP102449,2025-10-15,Mymensingh Hub,RedX,Completed,2.17
SHP102450,2026-04-15,Dhaka Hub,Pathao Courier,Completed,2.15
SHP102451,2025-12-21,Sylhet Hub,RedX,Completed,3.67
SHP102452,2025-11-15,Khulna Hub,Steadfast Courier,Completed,2.95
SHP102453,2025-11-06,Barisal Hub,Pathao Courier,Completed,3.87
SHP102454,2026-08-06,Dhaka Hub,Sundarban Courier,Completed,3.18
SHP102455,2025-10-06,Mymensingh Hub,Sundarban Courier,Completed,3.54
SHP102456,2026-06-04,Rangpur Hub,Pathao Courier,Completed,1.39
SHP102457,2026-06-27,Dhaka Hub,RedX,Completed,0.99
SHP102458,2025-09-11,Dhaka Hub,RedX,Completed,1.99
SHP102459,2026-03-23,Barisal Hub,Pathao Courier,Completed,3.35
SHP102460,2026-03-19,Sylhet Hub,Pathao Courier,Cancelled,
SHP102461,2026-01-03,Sylhet Hub,eCourier,Completed,4.13
SHP102462,2026-04-19,Dhaka Hub,Sundarban Courier,Completed,1.92
SHP102463,2026-01-20,Barisal Hub,RedX,Completed,2.92
SHP102464,2026-01-31,Dhaka Hub,RedX,Completed,1.99
SHP102465,2026-01-28,Chattogram Hub,eCourier,Completed,4.68
SHP102466,2026-06-05,Barisal Hub,eCourier,Completed,3.49
SHP102467,2026-04-08,Narayanganj Hub,eCourier,Completed,3.38
SHP102468,2026-01-10,Dhaka Hub,RedX,Pending,
SHP102469,2026-07-18,Rajshahi Hub,Sundarban Courier,Completed,4.01
SHP102470,2026-06-05,Dhaka Hub,Sundarban Courier,Completed,4.1
SHP102471,2026-07-20,Dhaka Hub,Sundarban Courier,Completed,3.58
SHP102472,2026-05-11,Dhaka Hub,Sundarban Courier,Completed,3.26
SHP102473,2026-01-14,Mymensingh Hub,Pathao Courier,Completed,1.52
SHP102474,2026-05-26,Chattogram Hub,Sundarban Courier,Pending,
SHP102475,2025-12-23,Comilla Hub,Sundarban Courier,Failed,3.79
SHP102476,2025-12-03,Dhaka Hub,Pathao Courier,Cancelled,
SHP102477,2026-02-04,Barisal Hub,Pathao Courier,Completed,4.22
SHP102478,2026-08-02,Khulna Hub,eCourier,Completed,2.22
SHP102479,2026-03-16,Barisal Hub,RedX,Completed,2.74
SHP102480,2026-01-11,Narayanganj Hub,eCourier,Completed,3.07
SHP102481,2026-02-07,Narayanganj Hub,RedX,Completed,2.24
SHP102482,2025-12-10,Mymensingh Hub,eCourier,Completed,2.09
SHP102483,2026-04-16,Dhaka Hub,eCourier,Failed,1.84
SHP102484,2025-12-31,Rangpur Hub,Pathao Courier,Failed,1.38
SHP102485,2026-03-11,Narayanganj Hub,Steadfast Courier,Completed,0.9
SHP102486,2026-01-06,Chattogram Hub,Pathao Courier,Completed,4.69
SHP102487,2025-12-20,Chattogram Hub,RedX,Failed,3.31
SHP102488,2026-08-02,Sylhet Hub,eCourier,Pending,
SHP102489,2025-12-29,Barisal Hub,Sundarban Courier,Completed,4.92
SHP102490,2025-09-25,Dhaka Hub,RedX,Completed,1.46
SHP102491,2026-01-09,Dhaka Hub,Sundarban Courier,Completed,2.3
SHP102492,2026-03-04,Chattogram Hub,Pathao Courier,Completed,4.5
SHP102493,2025-10-03,Rajshahi Hub,Pathao Courier,Completed,2.72
SHP102494,2025-12-15,Dhaka Hub,Pathao Courier,Failed,2.25
SHP102495,2025-10-28,Comilla Hub,Pathao Courier,Completed,1.95
SHP102496,2026-02-21,Khulna Hub,RedX,Failed,2.3
SHP102497,2026-05-09,Dhaka Hub,RedX,Completed,2.41
SHP102498,2026-08-02,Barisal Hub,Sundarban Courier,Completed,4.57
SHP102499,2026-01-13,Chattogram Hub,RedX,Completed,4.31
SHP102500,2026-06-26,Rangpur Hub,Pathao Courier,Completed,1.73
SHP102501,2025-11-14,Comilla Hub,Pathao Courier,Failed,2.16
SHP102502,2026-05-29,Khulna Hub,eCourier,Completed,3.03
SHP102503,2026-03-14,Dhaka Hub,Steadfast Courier,Completed,1.96
SHP102504,2026-05-21,Sylhet Hub,Sundarban Courier,Pending,
SHP102505,2026-05-20,Khulna Hub,Pathao Courier,Completed,3.2
SHP102506,2026-03-04,Chattogram Hub,eCourier,Completed,4.32
SHP102507,2025-11-29,Rangpur Hub,Steadfast Courier,Cancelled,
SHP102508,2026-03-02,Dhaka Hub,Sundarban Courier,Completed,2.69
SHP102509,2026-06-14,Mymensingh Hub,Pathao Courier,Completed,1.84
SHP102510,2026-08-02,Sylhet Hub,Pathao Courier,Completed,4.11
