shipment_id,order_code,package_code,order_date,warehouse,origin_city,seller_code,shop_name,seller_region,destination_region,carrier,sku,product,category,qty,weight_kg,order_value,shipping_cost,expected_delivery,actual_delivery,status,delay_reason
SHP102438,ORD102438,PKG102438,2025-09-02,Chattogram DC,Chattogram,SEL1054,Trendy Trading,Narayanganj,Narayanganj,Sundarban Courier,SKU1048,Honey Jar,Grocery,5,10.92,15594.3,312.19,2025-09-07,2025-09-07,Delivered,
SHP102439,ORD102439,PKG102439,2026-06-16,Dhaka Hub,Dhaka,SEL1034,Riverside Emporium,Dhaka,Dhaka,Sundarban Courier,SKU1034,Hair Serum,Beauty,2,6.18,4385.14,208.27,2026-06-18,2026-06-23,Delivered Late,Courier capacity shortage
SHP102440,ORD102440,PKG102440,2026-07-22,Sylhet DC,Sylhet,SEL1014,Fresh Hub,Khulna,Rangpur,Pathao Courier,SKU1043,Mustard Oil 1L (V2),Grocery,4,10.71,6035.16,274.2,2026-07-25,2026-07-25,Delivered,
SHP102441,ORD102441,PKG102441,2025-10-24,Rajshahi DC,Rajshahi,SEL1038,Royal Outlet,Khulna,Chattogram,RedX,SKU1033,Sunscreen SPF50 (V2),Beauty,2,8.7,3523.0,230.92,2025-10-27,2025-10-27,Delivered,
SHP102442,ORD102442,PKG102442,2026-05-08,Chattogram DC,Chattogram,SEL1040,Silver Emporium,Barisal,Khulna,Pathao Courier,SKU1032,Sunscreen SPF50,Beauty,4,2.71,6269.36,127.21,2026-05-12,2026-05-12,Delivered,
SHP102443,ORD102443,PKG102443,2026-03-05,Khulna DC,Khulna,SEL1054,Trendy Trading,Narayanganj,Khulna,Steadfast Courier,SKU1020,Bedsheet Set,Home & Living,2,4.74,6895.36,115.93,2026-03-06,2026-03-06,Delivered,
SHP102444,ORD102444,PKG102444,2025-09-24,Khulna DC,Khulna,SEL1002,Bengal Hub,Barisal,Mymensingh,eCourier,SKU1016,Saree,Apparel,4,11.62,10249.76,255.61,2025-09-29,2025-09-29,Delivered,
SHP102445,ORD102445,PKG102445,2026-07-14,Khulna DC,Khulna,SEL1024,Metro Bazaar,Dhaka,Sylhet,Sundarban Courier,SKU1021,Bedsheet Set (V2),Home & Living,3,0.43,5076.57,87.26,2026-07-17,2026-07-17,Delivered,
SHP102446,ORD102446,PKG102446,2026-06-29,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Comilla,eCourier,SKU1047,Spice Combo (V2),Grocery,1,8.63,1404.23,252.44,2026-07-04,2026-07-06,Delivered Late,Vehicle breakdown
SHP102447,ORD102447,PKG102447,2026-03-16,Chattogram DC,Chattogram,SEL1034,Riverside Emporium,Dhaka,Khulna,Pathao Courier,SKU1036,Lipstick,Beauty,2,11.75,1430.32,386.95,2026-03-21,2026-03-21,Delivered,
SHP102448,ORD102448,PKG102448,2026-05-03,Sylhet DC,Sylhet,SEL1030,Nova Retail,Dhaka,Comilla,Sundarban Courier,SKU1014,Sneakers,Apparel,2,1.43,4157.7,133.93,2026-05-08,,Delayed,Courier capacity shortage
SHP102449,ORD102449,PKG102449,2026-01-16,Rajshahi DC,Rajshahi,SEL1028,Modern Depot,Khulna,Narayanganj,Sundarban Courier,SKU1034,Hair Serum,Beauty,3,3.41,6577.71,151.0,2026-01-21,,In Transit,
SHP102450,ORD102450,PKG102450,2026-06-02,Rajshahi DC,Rajshahi,SEL1058,Value Mart,Comilla,Barisal,Sundarban Courier,SKU1027,Storage Box (V2),Home & Living,2,6.65,681.1,241.28,2026-06-04,2026-06-04,Delivered,
SHP102451,ORD102451,PKG102451,2026-02-01,Sylhet DC,Sylhet,SEL1031,Prime Bazaar,Chattogram,Chattogram,eCourier,SKU1006,Bluetooth Speaker,Electronics,3,10.16,10382.88,252.98,2026-02-04,2026-02-04,Delivered,
SHP102452,ORD102452,PKG102452,2026-08-09,Rajshahi DC,Rajshahi,SEL1024,Metro Bazaar,Dhaka,Mymensingh,Steadfast Courier,SKU1031,Face Wash (V2),Beauty,5,6.18,21793.35,228.8,2026-08-13,2026-08-13,Delivered Late,Address issue
SHP102453,ORD102453,PKG102453,2025-09-22,Sylhet DC,Sylhet,SEL1004,Classic Mart,Rajshahi,Rajshahi,Sundarban Courier,SKU1010,Cotton T-Shirt,Apparel,4,0.9,7051.88,98.45,2025-09-27,2025-09-27,Delivered,
SHP102454,ORD102454,PKG102454,2025-10-30,Chattogram DC,Chattogram,SEL1017,Golden Outlet,Khulna,Khulna,Sundarban Courier,SKU1009,Phone Case (V2),Electronics,2,1.7,4218.36,135.14,2025-11-04,,In Transit,
SHP102455,ORD102455,PKG102455,2026-08-02,Dhaka Hub,Dhaka,SEL1053,Trendy Store,Chattogram,Rajshahi,RedX,SKU1008,Phone Case,Electronics,4,4.64,2829.16,172.31,2026-08-06,2026-08-06,Delivered,
SHP102456,ORD102456,PKG102456,2025-12-09,Khulna DC,Khulna,SEL1027,Modern Corner,Comilla,Sylhet,Sundarban Courier,SKU1013,Panjabi (V2),Apparel,5,4.01,18645.05,173.23,2025-12-14,2025-12-14,Delivered,
SHP102457,ORD102457,PKG102457,2025-12-17,Khulna DC,Khulna,SEL1054,Trendy Trading,Narayanganj,Sylhet,Pathao Courier,SKU1012,Panjabi,Apparel,2,2.79,5901.62,153.04,2025-12-20,,In Transit,
SHP102458,ORD102458,PKG102458,2026-06-01,Rajshahi DC,Rajshahi,SEL1031,Prime Bazaar,Chattogram,Narayanganj,Steadfast Courier,SKU1024,Non-stick Pan,Home & Living,2,10.11,7071.94,271.06,2026-06-03,,In Transit,
SHP102459,ORD102459,PKG102459,2025-11-05,Khulna DC,Khulna,SEL1032,Prime Trading,Khulna,Sylhet,eCourier,SKU1001,Wireless Earbuds (V2),Electronics,1,0.52,2059.12,105.43,2025-11-08,2025-11-08,Delivered,
SHP102460,ORD102460,PKG102460,2026-02-25,Dhaka Hub,Dhaka,SEL1025,Metro Hub,Sylhet,Rajshahi,Steadfast Courier,SKU1034,Hair Serum,Beauty,5,9.99,10962.85,283.29,2026-03-03,2026-03-03,Delivered,
SHP102461,ORD102461,PKG102461,2025-12-08,Sylhet DC,Sylhet,SEL1033,Riverside Collection,Sylhet,Mymensingh,Pathao Courier,SKU1006,Bluetooth Speaker,Electronics,5,11.08,17304.8,347.97,2025-12-12,2025-12-12,Delivered,
SHP102462,ORD102462,PKG102462,2025-11-08,Khulna DC,Khulna,SEL1004,Classic Mart,Rajshahi,Sylhet,Pathao Courier,SKU1020,Bedsheet Set,Home & Living,3,7.64,10343.04,212.46,2025-11-12,2025-11-12,Delivered,
SHP102463,ORD102463,PKG102463,2026-07-31,Sylhet DC,Sylhet,SEL1003,Classic Fashion House,Sylhet,Rangpur,Sundarban Courier,SKU1017,Saree (V2),Apparel,5,7.58,2138.05,264.8,2026-08-05,,In Transit,
SHP102464,ORD102464,PKG102464,2025-11-09,Sylhet DC,Sylhet,SEL1028,Modern Depot,Khulna,Comilla,Steadfast Courier,SKU1002,Power Bank,Electronics,4,1.96,15539.6,100.79,2025-11-11,2025-11-11,Delivered,
SHP102465,ORD102465,PKG102465,2025-10-03,Rajshahi DC,Rajshahi,SEL1035,Riverside Gallery,Mymensingh,Comilla,Pathao Courier,SKU1041,Basmati Rice 5kg (V2),Grocery,5,6.91,18860.75,272.5,2025-10-05,2025-10-05,Delivered,
SHP102466,ORD102466,PKG102466,2026-04-22,Khulna DC,Khulna,SEL1033,Riverside Collection,Sylhet,Dhaka,Pathao Courier,SKU1038,Perfume,Beauty,5,4.63,5685.3,206.69,2026-04-24,2026-04-24,Delivered,
SHP102467,ORD102467,PKG102467,2026-06-28,Khulna DC,Khulna,SEL1025,Metro Hub,Sylhet,Rajshahi,Pathao Courier,SKU1040,Basmati Rice 5kg,Grocery,5,2.9,10258.05,148.91,2026-06-30,,Delayed,Warehouse backlog
SHP102468,ORD102468,PKG102468,2025-10-15,Sylhet DC,Sylhet,SEL1017,Golden Outlet,Khulna,Dhaka,eCourier,SKU1048,Honey Jar,Grocery,2,7.08,6237.72,209.86,2025-10-19,2025-10-19,Delivered,
SHP102469,ORD102469,PKG102469,2026-05-03,Chattogram DC,Chattogram,SEL1042,Smart Bazaar,Rajshahi,Rangpur,eCourier,SKU1010,Cotton T-Shirt,Apparel,4,0.21,7051.88,78.72,2026-05-06,2026-05-06,Delivered,
SHP102470,ORD102470,PKG102470,2026-03-07,Sylhet DC,Sylhet,SEL1036,Royal Emporium,Comilla,Khulna,RedX,SKU1038,Perfume,Beauty,1,3.46,1137.06,145.04,2026-03-12,2026-03-15,Delivered Late,Customs/checkpoint delay
SHP102471,ORD102471,PKG102471,2026-06-15,Rajshahi DC,Rajshahi,SEL1002,Bengal Hub,Barisal,Comilla,Pathao Courier,SKU1023,Table Lamp (V2),Home & Living,5,7.94,20175.4,240.72,2026-06-20,,In Transit,
SHP102472,ORD102472,PKG102472,2025-10-14,Khulna DC,Khulna,SEL1027,Modern Corner,Comilla,Chattogram,eCourier,SKU1045,Green Tea Pack (V2),Grocery,2,5.57,7301.44,217.36,2025-10-20,2025-10-20,Delivered,
SHP102473,ORD102473,PKG102473,2026-08-04,Khulna DC,Khulna,SEL1042,Smart Bazaar,Rajshahi,Comilla,Sundarban Courier,SKU1018,Denim Jacket,Apparel,3,1.92,11250.6,131.82,2026-08-07,2026-08-07,Delivered,
SHP102474,ORD102474,PKG102474,2026-04-03,Dhaka Hub,Dhaka,SEL1047,Suncity Depot,Dhaka,Khulna,Pathao Courier,SKU1003,Power Bank (V2),Electronics,3,0.22,9550.65,72.59,2026-04-07,2026-04-07,Returned,
SHP102475,ORD102475,PKG102475,2026-06-19,Rajshahi DC,Rajshahi,SEL1017,Golden Outlet,Khulna,Narayanganj,Sundarban Courier,SKU1025,Non-stick Pan (V2),Home & Living,4,3.39,3986.72,131.0,2026-06-21,2026-06-21,Delivered,
SHP102476,ORD102476,PKG102476,2026-01-04,Chattogram DC,Chattogram,SEL1055,Urban Collection,Chattogram,Chattogram,RedX,SKU1037,Lipstick (V2),Beauty,4,6.68,8877.28,194.85,2026-01-06,2026-01-06,Delivered,
SHP102477,ORD102477,PKG102477,2026-07-24,Rajshahi DC,Rajshahi,SEL1039,Silver Depot,Dhaka,Sylhet,Sundarban Courier,SKU1041,Basmati Rice 5kg (V2),Grocery,5,6.51,18860.75,240.26,2026-07-28,2026-07-28,Delivered,
SHP102478,ORD102478,PKG102478,2026-04-05,Sylhet DC,Sylhet,SEL1026,Metro Outlet,Sylhet,Khulna,Steadfast Courier,SKU1031,Face Wash (V2),Beauty,4,1.75,17434.68,114.31,2026-04-09,,In Transit,
SHP102479,ORD102479,PKG102479,2025-10-14,Rajshahi DC,Rajshahi,SEL1037,Royal Gallery,Dhaka,Narayanganj,Sundarban Courier,SKU1038,Perfume,Beauty,4,7.44,4548.24,289.6,2025-10-19,,Delayed,Failed delivery attempt
SHP102480,ORD102480,PKG102480,2026-07-17,Rajshahi DC,Rajshahi,SEL1052,Trendy Collection,Rangpur,Mymensingh,Sundarban Courier,SKU1044,Green Tea Pack,Grocery,3,11.99,11310.99,400.98,2026-07-22,2026-07-22,Delivered,
SHP102481,ORD102481,PKG102481,2026-06-03,Khulna DC,Khulna,SEL1013,Elite Trading,Dhaka,Comilla,RedX,SKU1045,Green Tea Pack (V2),Grocery,3,7.1,10952.16,176.54,2026-06-05,2026-06-05,Delivered,
SHP102482,ORD102482,PKG102482,2025-12-13,Rajshahi DC,Rajshahi,SEL1009,Elite Emporium,Dhaka,Barisal,RedX,SKU1035,Hair Serum (V2),Beauty,5,6.43,4871.0,200.87,2025-12-19,2025-12-22,Delivered Late,Failed delivery attempt
SHP102483,ORD102483,PKG102483,2026-03-08,Khulna DC,Khulna,SEL1026,Metro Outlet,Sylhet,Mymensingh,Pathao Courier,SKU1039,Perfume (V2),Beauty,2,7.55,6127.38,249.55,2026-03-10,2026-03-10,Delivered,
SHP102484,ORD102484,PKG102484,2026-01-13,Rajshahi DC,Rajshahi,SEL1005,Delta Corner,Khulna,Rangpur,RedX,SKU1036,Lipstick,Beauty,4,10.58,2860.64,348.6,2026-01-19,,In Transit,
SHP102485,ORD102485,PKG102485,2026-03-08,Dhaka Hub,Dhaka,SEL1050,Suncity Retail,Chattogram,Rangpur,Pathao Courier,SKU1032,Sunscreen SPF50,Beauty,2,11.36,3134.68,380.25,2026-03-13,2026-03-13,Delivered,
SHP102486,ORD102486,PKG102486,2026-08-01,Dhaka Hub,Dhaka,SEL1058,Value Mart,Comilla,Comilla,Sundarban Courier,SKU1035,Hair Serum (V2),Beauty,3,0.68,2922.6,111.85,2026-08-03,2026-08-03,Delivered,
SHP102487,ORD102487,PKG102487,2026-07-09,Sylhet DC,Sylhet,SEL1036,Royal Emporium,Comilla,Narayanganj,eCourier,SKU1002,Power Bank,Electronics,2,2.62,7769.8,131.32,2026-07-13,2026-07-13,Delivered,
SHP102488,ORD102488,PKG102488,2025-11-14,Rajshahi DC,Rajshahi,SEL1058,Value Mart,Comilla,Barisal,RedX,SKU1008,Phone Case,Electronics,2,1.57,1414.58,128.12,2025-11-17,2025-11-17,Delivered,
SHP102489,ORD102489,PKG102489,2026-08-03,Khulna DC,Khulna,SEL1004,Classic Mart,Rajshahi,Rajshahi,Sundarban Courier,SKU1007,Bluetooth Speaker (V2),Electronics,5,9.31,17846.9,266.26,2026-08-08,2026-08-08,Delivered,
SHP102490,ORD102490,PKG102490,2026-01-30,Sylhet DC,Sylhet,SEL1037,Royal Gallery,Dhaka,Rangpur,Pathao Courier,SKU1032,Sunscreen SPF50,Beauty,4,0.74,6269.36,108.14,2026-02-02,2026-02-04,Delivered Late,Weather disruption
SHP102491,ORD102491,PKG102491,2026-05-02,Sylhet DC,Sylhet,SEL1026,Metro Outlet,Sylhet,Mymensingh,RedX,SKU1005,Smartwatch (V2),Electronics,4,10.85,17575.84,384.64,2026-05-07,2026-05-07,Delivered,
SHP102492,ORD102492,PKG102492,2026-05-23,Khulna DC,Khulna,SEL1016,Golden Hub,Comilla,Narayanganj,Sundarban Courier,SKU1040,Basmati Rice 5kg,Grocery,1,0.44,2051.61,91.57,2026-05-26,2026-05-26,Delivered,
SHP102493,ORD102493,PKG102493,2026-02-15,Rajshahi DC,Rajshahi,SEL1018,Golden Store,Chattogram,Rangpur,Steadfast Courier,SKU1038,Perfume,Beauty,2,7.31,2274.12,220.47,2026-02-21,2026-02-21,Delivered,
SHP102494,ORD102494,PKG102494,2026-02-06,Rajshahi DC,Rajshahi,SEL1032,Prime Trading,Khulna,Narayanganj,RedX,SKU1003,Power Bank (V2),Electronics,2,3.45,6367.1,162.21,2026-02-09,2026-02-09,Delivered,
SHP102495,ORD102495,PKG102495,2026-02-05,Dhaka Hub,Dhaka,SEL1038,Royal Outlet,Khulna,Mymensingh,Steadfast Courier,SKU1012,Panjabi,Apparel,4,5.75,11803.24,198.22,2026-02-10,2026-02-10,Delivered,
SHP102496,ORD102496,PKG102496,2026-06-26,Sylhet DC,Sylhet,SEL1009,Elite Emporium,Dhaka,Narayanganj,Sundarban Courier,SKU1048,Honey Jar,Grocery,5,5.41,15594.3,204.06,2026-07-01,2026-07-01,Delivered,
SHP102497,ORD102497,PKG102497,2026-01-12,Chattogram DC,Chattogram,SEL1036,Royal Emporium,Comilla,Mymensingh,eCourier,SKU1001,Wireless Earbuds (V2),Electronics,2,9.04,4118.24,339.79,2026-01-15,2026-01-15,Delivered,
SHP102498,ORD102498,PKG102498,2025-12-06,Khulna DC,Khulna,SEL1055,Urban Collection,Chattogram,Comilla,Pathao Courier,SKU1004,Smartwatch,Electronics,2,6.06,1119.34,237.25,2025-12-08,,In Transit,
SHP102499,ORD102499,PKG102499,2026-01-04,Sylhet DC,Sylhet,SEL1000,Bengal Bazaar,Mymensingh,Chattogram,Sundarban Courier,SKU1043,Mustard Oil 1L (V2),Grocery,3,5.17,4526.37,216.28,2026-01-08,2026-01-08,Delivered,
SHP102500,ORD102500,PKG102500,2025-11-07,Rajshahi DC,Rajshahi,SEL1052,Trendy Collection,Rangpur,Narayanganj,Pathao Courier,SKU1026,Storage Box,Home & Living,5,8.82,10901.2,295.77,2025-11-12,2025-11-12,Delivered,
SHP102501,ORD102501,PKG102501,2026-01-14,Sylhet DC,Sylhet,SEL1036,Royal Emporium,Comilla,Khulna,Pathao Courier,SKU1031,Face Wash (V2),Beauty,2,11.12,8717.34,326.12,2026-01-19,2026-01-19,Delivered,
SHP102502,ORD102502,PKG102502,2025-10-10,Khulna DC,Khulna,SEL1020,Horizon Bazaar,Dhaka,Mymensingh,Steadfast Courier,SKU1020,Bedsheet Set,Home & Living,2,9.57,6895.36,294.0,2025-10-13,2025-10-13,Delivered,
SHP102503,ORD102503,PKG102503,2025-10-02,Dhaka Hub,Dhaka,SEL1044,Smart Mart,Rangpur,Khulna,eCourier,SKU1007,Bluetooth Speaker (V2),Electronics,3,8.89,10708.14,268.41,2025-10-07,2025-10-07,Delivered,
SHP102504,ORD102504,PKG102504,2026-05-09,Rajshahi DC,Rajshahi,SEL1037,Royal Gallery,Dhaka,Rajshahi,RedX,SKU1037,Lipstick (V2),Beauty,5,5.96,11096.6,159.81,2026-05-10,2026-05-10,Delivered,
SHP102505,ORD102505,PKG102505,2025-09-27,Dhaka Hub,Dhaka,SEL1046,Smart Traders,Comilla,Mymensingh,RedX,SKU1007,Bluetooth Speaker (V2),Electronics,4,10.82,14277.52,247.36,2025-10-02,2025-10-02,Delivered,
SHP102506,ORD102506,PKG102506,2026-03-16,Chattogram DC,Chattogram,SEL1004,Classic Mart,Rajshahi,Barisal,RedX,SKU1049,Honey Jar (V2),Grocery,3,5.94,2273.76,211.99,2026-03-18,2026-03-18,Delivered,
SHP102507,ORD102507,PKG102507,2026-05-28,Rajshahi DC,Rajshahi,SEL1003,Classic Fashion House,Sylhet,Mymensingh,RedX,SKU1002,Power Bank,Electronics,4,11.18,15539.6,239.72,2026-05-30,2026-05-30,Delivered,
SHP102508,ORD102508,PKG102508,2026-05-09,Rajshahi DC,Rajshahi,SEL1038,Royal Outlet,Khulna,Dhaka,eCourier,SKU1043,Mustard Oil 1L (V2),Grocery,1,9.67,1508.79,257.61,2026-05-15,2026-05-15,Delivered,
SHP102509,ORD102509,PKG102509,2026-02-02,Sylhet DC,Sylhet,SEL1018,Golden Store,Chattogram,Comilla,RedX,SKU1002,Power Bank,Electronics,4,1.97,15539.6,117.0,2026-02-07,2026-02-07,Delivered,
SHP102510,ORD102510,PKG102510,2025-11-06,Sylhet DC,Sylhet,SEL1014,Fresh Hub,Khulna,Rajshahi,eCourier,SKU1021,Bedsheet Set (V2),Home & Living,1,0.75,1692.19,84.66,2025-11-11,2025-11-11,Delivered,
SHP102511,ORD102511,PKG102511,2026-07-20,Dhaka Hub,Dhaka,SEL1025,Metro Hub,Sylhet,Mymensingh,Sundarban Courier,SKU1005,Smartwatch (V2),Electronics,2,8.94,8787.92,242.84,2026-07-26,2026-07-26,Delivered,
SHP102512,ORD102512,PKG102512,2026-06-16,Rajshahi DC,Rajshahi,SEL1043,Smart Emporium,Barisal,Sylhet,Steadfast Courier,SKU1001,Wireless Earbuds (V2),Electronics,2,8.29,4118.24,275.61,2026-06-18,2026-06-18,Delivered,
SHP102513,ORD102513,PKG102513,2026-03-31,Dhaka Hub,Dhaka,SEL1010,Elite Gallery,Sylhet,Barisal,Pathao Courier,SKU1022,Table Lamp,Home & Living,4,7.3,17490.16,233.25,2026-04-05,2026-04-05,Returned,
SHP102514,ORD102514,PKG102514,2025-10-01,Dhaka Hub,Dhaka,SEL1058,Value Mart,Comilla,Barisal,Sundarban Courier,SKU1043,Mustard Oil 1L (V2),Grocery,2,11.72,3017.58,286.63,2025-10-06,2025-10-10,Delivered Late,Weather disruption
SHP102515,ORD102515,PKG102515,2025-09-13,Sylhet DC,Sylhet,SEL1025,Metro Hub,Sylhet,Chattogram,Steadfast Courier,SKU1001,Wireless Earbuds (V2),Electronics,2,6.64,4118.24,199.26,2025-09-18,2025-09-18,Delivered,
SHP102516,ORD102516,PKG102516,2025-12-19,Dhaka Hub,Dhaka,SEL1009,Elite Emporium,Dhaka,Rajshahi,Pathao Courier,SKU1037,Lipstick (V2),Beauty,5,4.31,11096.6,153.96,2025-12-24,,Cancelled,
SHP102517,ORD102517,PKG102517,2025-10-25,Dhaka Hub,Dhaka,SEL1004,Classic Mart,Rajshahi,Rangpur,Pathao Courier,SKU1016,Saree,Apparel,3,6.87,7687.32,230.88,2025-10-29,2025-10-29,Delivered,
SHP102518,ORD102518,PKG102518,2026-06-25,Khulna DC,Khulna,SEL1051,Suncity Shop,Mymensingh,Comilla,Sundarban Courier,SKU1034,Hair Serum,Beauty,4,0.54,8770.28,84.31,2026-06-27,2026-06-27,Delivered,
SHP102519,ORD102519,PKG102519,2025-11-11,Khulna DC,Khulna,SEL1006,Delta Store,Rajshahi,Comilla,Sundarban Courier,SKU1033,Sunscreen SPF50 (V2),Beauty,3,7.04,5284.5,253.1,2025-11-17,,Delayed,Warehouse backlog
SHP102520,ORD102520,PKG102520,2025-12-07,Chattogram DC,Chattogram,SEL1025,Metro Hub,Sylhet,Khulna,Steadfast Courier,SKU1022,Table Lamp,Home & Living,4,10.85,17490.16,260.92,2025-12-12,2025-12-17,Delivered Late,Weather disruption
SHP102521,ORD102521,PKG102521,2026-08-04,Khulna DC,Khulna,SEL1040,Silver Emporium,Barisal,Rangpur,eCourier,SKU1029,Curtain Set (V2),Home & Living,4,0.25,12485.04,104.31,2026-08-07,2026-08-07,Delivered,
SHP102522,ORD102522,PKG102522,2026-06-11,Khulna DC,Khulna,SEL1030,Nova Retail,Dhaka,Chattogram,Sundarban Courier,SKU1007,Bluetooth Speaker (V2),Electronics,4,10.17,14277.52,242.09,2026-06-17,2026-06-17,Delivered,
SHP102523,ORD102523,PKG102523,2025-11-15,Chattogram DC,Chattogram,SEL1015,Fresh Trading,Dhaka,Comilla,Steadfast Courier,SKU1021,Bedsheet Set (V2),Home & Living,5,9.66,8460.95,351.04,2025-11-18,,Cancelled,
SHP102524,ORD102524,PKG102524,2026-01-11,Khulna DC,Khulna,SEL1006,Delta Store,Rajshahi,Comilla,RedX,SKU1043,Mustard Oil 1L (V2),Grocery,4,1.45,6035.16,123.92,2026-01-14,2026-01-14,Delivered,
SHP102525,ORD102525,PKG102525,2026-02-26,Sylhet DC,Sylhet,SEL1042,Smart Bazaar,Rajshahi,Narayanganj,Steadfast Courier,SKU1035,Hair Serum (V2),Beauty,2,10.19,1948.4,327.0,2026-03-04,2026-03-04,Delivered,
SHP102526,ORD102526,PKG102526,2026-04-18,Rajshahi DC,Rajshahi,SEL1029,Modern Emporium,Sylhet,Rajshahi,Pathao Courier,SKU1004,Smartwatch,Electronics,1,9.21,559.67,263.23,2026-04-19,2026-04-19,Delivered,
SHP102527,ORD102527,PKG102527,2026-07-21,Dhaka Hub,Dhaka,SEL1002,Bengal Hub,Barisal,Khulna,Sundarban Courier,SKU1012,Panjabi,Apparel,5,5.99,14754.05,179.68,2026-07-27,2026-07-27,Returned,
SHP102528,ORD102528,PKG102528,2026-06-29,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Mymensingh,Pathao Courier,SKU1028,Curtain Set,Home & Living,2,3.09,1642.32,135.17,2026-07-05,2026-07-05,Delivered,
SHP102529,ORD102529,PKG102529,2026-08-05,Chattogram DC,Chattogram,SEL1033,Riverside Collection,Sylhet,Mymensingh,Pathao Courier,SKU1030,Face Wash,Beauty,2,3.6,6779.44,178.02,2026-08-09,2026-08-09,Delivered,
SHP102530,ORD102530,PKG102530,2025-09-15,Chattogram DC,Chattogram,SEL1010,Elite Gallery,Sylhet,Sylhet,eCourier,SKU1046,Spice Combo,Grocery,1,7.42,1835.53,297.36,2025-09-18,2025-09-18,Delivered,
SHP102531,ORD102531,PKG102531,2025-11-21,Rajshahi DC,Rajshahi,SEL1023,Horizon Shop,Rangpur,Barisal,Pathao Courier,SKU1015,Sneakers (V2),Apparel,3,3.11,3415.47,180.58,2025-11-26,2025-11-26,Delivered,
SHP102532,ORD102532,PKG102532,2026-03-14,Khulna DC,Khulna,SEL1007,Delta Trading,Dhaka,Rangpur,RedX,SKU1041,Basmati Rice 5kg (V2),Grocery,3,4.04,11316.45,154.43,2026-03-18,2026-03-18,Delivered,
SHP102533,ORD102533,PKG102533,2025-09-17,Sylhet DC,Sylhet,SEL1047,Suncity Depot,Dhaka,Rajshahi,RedX,SKU1029,Curtain Set (V2),Home & Living,5,11.18,15606.3,298.56,2025-09-21,2025-09-21,Delivered,
SHP102534,ORD102534,PKG102534,2026-01-01,Sylhet DC,Sylhet,SEL1037,Royal Gallery,Dhaka,Khulna,Pathao Courier,SKU1015,Sneakers (V2),Apparel,4,8.81,4553.96,252.19,2026-01-05,,In Transit,
SHP102535,ORD102535,PKG102535,2025-10-24,Rajshahi DC,Rajshahi,SEL1047,Suncity Depot,Dhaka,Sylhet,Sundarban Courier,SKU1011,Cotton T-Shirt (V2),Apparel,4,8.89,16725.72,249.36,2025-10-26,2025-10-28,Delivered Late,Courier capacity shortage
SHP102536,ORD102536,PKG102536,2026-07-20,Sylhet DC,Sylhet,SEL1003,Classic Fashion House,Sylhet,Rajshahi,RedX,SKU1016,Saree,Apparel,3,11.48,7687.32,393.41,2026-07-22,2026-07-22,Delivered,
SHP102537,ORD102537,PKG102537,2025-09-22,Chattogram DC,Chattogram,SEL1022,Horizon Depot,Sylhet,Sylhet,Steadfast Courier,SKU1015,Sneakers (V2),Apparel,5,0.27,5692.45,76.27,2025-09-26,,In Transit,
SHP102538,ORD102538,PKG102538,2025-10-22,Dhaka Hub,Dhaka,SEL1016,Golden Hub,Comilla,Khulna,Sundarban Courier,SKU1011,Cotton T-Shirt (V2),Apparel,5,3.08,20907.15,131.54,2025-10-27,2025-10-27,Delivered,
SHP102539,ORD102539,PKG102539,2025-11-07,Chattogram DC,Chattogram,SEL1037,Royal Gallery,Dhaka,Chattogram,Steadfast Courier,SKU1007,Bluetooth Speaker (V2),Electronics,5,7.96,17846.9,162.33,2025-11-08,2025-11-08,Delivered,
SHP102540,ORD102540,PKG102540,2025-10-22,Khulna DC,Khulna,SEL1049,Suncity Gallery,Khulna,Khulna,eCourier,SKU1019,Denim Jacket (V2),Apparel,2,5.37,5795.48,180.17,2025-10-23,2025-10-23,Delivered,
SHP102541,ORD102541,PKG102541,2026-03-16,Sylhet DC,Sylhet,SEL1013,Elite Trading,Dhaka,Rangpur,RedX,SKU1002,Power Bank,Electronics,2,1.53,7769.8,119.44,2026-03-20,2026-03-20,Delivered,
SHP102542,ORD102542,PKG102542,2026-01-05,Sylhet DC,Sylhet,SEL1046,Smart Traders,Comilla,Khulna,Sundarban Courier,SKU1015,Sneakers (V2),Apparel,1,9.42,1138.49,237.26,2026-01-10,2026-01-10,Delivered,
SHP102543,ORD102543,PKG102543,2026-07-13,Sylhet DC,Sylhet,SEL1034,Riverside Emporium,Dhaka,Chattogram,eCourier,SKU1029,Curtain Set (V2),Home & Living,5,0.76,15606.3,102.38,2026-07-15,2026-07-15,Delivered,
SHP102544,ORD102544,PKG102544,2025-11-30,Rajshahi DC,Rajshahi,SEL1049,Suncity Gallery,Khulna,Comilla,eCourier,SKU1044,Green Tea Pack,Grocery,4,6.62,15081.32,171.37,2025-12-04,2025-12-04,Delivered,
SHP102545,ORD102545,PKG102545,2026-03-05,Rajshahi DC,Rajshahi,SEL1004,Classic Mart,Rajshahi,Rajshahi,Sundarban Courier,SKU1022,Table Lamp,Home & Living,5,6.84,21862.7,152.17,2026-03-07,2026-03-07,Delivered,
